camera,mean_distance,variance,pair_count,mean_z_score,variance_z_score,z_score,flagged
c01,0.5995543800479793,0.023936537151041114,370,0.0,0.6944749311834458,0.6944749311834458,False
c02,0.5776156779465372,0.01668449700004446,431,-0.6744907594765953,-0.6744907594765952,-0.6744907594765952,False
c03,0.6935276330731731,0.020257584406524393,291,2.8891449690309043,0.0,2.8891449690309043,True
